date,close,high,low,open,quoteVolume,volume,weightedAverage,price_usd
2018-05-01 07:00:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,171416.88297037,0.09769759,5.599999999999999e-07,0.005029971699653599
2018-05-01 07:05:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,673388.10632418,0.37762578,5.599999999999999e-07,0.005028449399484
2018-05-01 07:10:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,29211.82913092,0.01658682,5.599999999999999e-07,0.0050344345823184
2018-05-01 07:15:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,199.22590497,0.00011341,5.599999999999999e-07,0.005023142598504799
2018-05-01 07:20:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,34782.48814359,0.01965852,5.599999999999999e-07,0.0050207363412751995
2018-05-01 07:25:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,299.62141674,0.00017054,5.599999999999999e-07,0.005027011559774399
2018-05-01 07:30:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,506397.2721464,0.28764174,5.599999999999999e-07,0.005033662637830399
2018-05-01 07:35:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,2414.44832358,0.0013521,5.599999999999999e-07,0.0050463618605848
2018-05-01 07:40:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,74543.41987334,0.04175584,5.599999999999999e-07,0.005038836375109599
2018-05-01 07:45:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,815464.15478876,0.46480849,5.599999999999999e-07,0.0050313954327224
2018-05-01 07:50:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,224678.11128483,0.12652653,5.599999999999999e-07,0.0050391401180512
2018-05-01 07:55:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,481171.82770127,0.27352529999999997,5.599999999999999e-07,0.0050337997550848
2018-05-01 08:00:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,607516.45332867,0.34628434,5.599999999999999e-07,0.0050255289342887996
2018-05-01 08:05:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,3253089.2325951,1.85377408,5.599999999999999e-07,0.005030351078995199
2018-05-01 08:10:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,419702.2874869,0.23891146,5.599999999999999e-07,0.005027933440997599
2018-05-01 08:15:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,1784156.3340473,1.0169691,5.599999999999999e-07,0.005044833446318399
2018-05-01 08:20:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,70644.80044177,0.04025412,5.599999999999999e-07,0.0050612049254816
2018-05-01 08:25:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,40099.67887288,0.02245787,5.599999999999999e-07,0.005058689370946399
2018-05-01 08:30:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,674360.76015567,0.37891903,5.599999999999999e-07,0.005068828594726399
2018-05-01 08:35:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,55219.69923554,0.0314719,5.599999999999999e-07,0.005063608760520799
2018-05-01 08:40:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,4740.40862649,0.00268379,5.599999999999999e-07,0.0050625498368704
2018-05-01 08:45:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,249396.81850535,0.14189495,5.599999999999999e-07,0.005058895369371199
2018-05-01 08:50:00,5.699999999999999e-07,5.699999999999999e-07,5.699999999999999e-07,5.699999999999999e-07,803.18341088,0.00045781,5.699999999999999e-07,0.005154637846160699
2018-05-01 08:55:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,509835.28798861,0.28554683000000003,5.599999999999999e-07,0.005077653485704799
2018-05-01 09:00:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,247657.32661034,0.13938988,5.599999999999999e-07,0.005064124296313599
2018-05-01 09:05:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,4694.66223684,0.00264658,5.599999999999999e-07,0.005068726441699199
2018-05-01 09:10:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,71638.08861025,0.04030066,5.599999999999999e-07,0.005064611923772799
2018-05-01 09:15:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,3218737.6656374,1.80825929,5.599999999999999e-07,0.005062180628847999
2018-05-01 09:20:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,27527.84429434,0.015424440000000001,5.599999999999999e-07,0.0050541711562328
2018-05-01 09:25:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,39047.06988348,0.02222963,5.599999999999999e-07,0.0050603583861376
2018-05-01 09:30:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,145430.87978838,0.0823518,5.599999999999999e-07,0.005063832741536799
2018-05-01 09:35:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,100141.52097551,0.05707181,5.599999999999999e-07,0.0050709282132432
2018-05-01 09:40:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,453111.49054923,0.25544434,5.599999999999999e-07,0.0050720212213888
2018-05-01 09:45:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,34238.78715803,0.01932741,5.599999999999999e-07,0.0050749671812448
2018-05-01 09:50:00,5.599999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,117765.81592886,0.0668925,5.599999999999999e-07,0.005066836475831199
2018-05-01 09:55:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,425239.41528319,0.23871683000000002,5.599999999999999e-07,0.005052763882566399
2018-05-01 10:00:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,273805.63765006,0.15459619,5.599999999999999e-07,0.005057265269380799
2018-05-01 10:05:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.699999999999999e-07,15249.53448996,0.008692130000000001,5.599999999999999e-07,0.005051004312076799
2018-05-01 10:10:00,5.699999999999999e-07,5.699999999999999e-07,5.599999999999999e-07,5.599999999999999e-07,313984.45435036,0.17887106,5.599999999999999e-07,0.0050402994941992
