date,close,high,low,open,quoteVolume,volume,weightedAverage
2018-05-01 10:45:00,9005.04909562,9019.0,9004.36056699,9019.0,2.9032907999999997,26177.96483779,9016.65270244
2018-05-01 10:50:00,9010.0,9020.0,9003.63636552,9005.13624109,6.12961341,55221.29470427,9008.93596555
2018-05-01 10:55:00,9033.29004433,9038.96842998,9007.80936425,9007.80936425,4.17741607,37725.26453266,9030.76540629
2018-05-01 11:00:00,9053.0,9055.00019,9011.30488356,9012.18261227,2.91747868,26404.04127368,9050.29450761
2018-05-01 11:05:00,9035.22786416,9063.42189894,9034.00000001,9055.00018999,2.63953738,23892.87981056,9051.91947331
2018-05-01 11:10:00,9053.81673857,9054.17415228,9040.0,9054.1294751,0.38381509,3474.15114499,9051.62729531
2018-05-01 11:15:00,9042.0,9054.17415228,9040.0,9054.17415228,3.00868744,27206.47723661,9042.6399482
2018-05-01 11:20:00,9053.99999983,9054.09999655,9040.0,9049.99738101,1.7208822,15561.0634137,9042.49193448
2018-05-01 11:25:00,9032.0,9053.0,9030.09604322,9040.00000086,0.6067269,5483.08219347,9037.15031173
2018-05-01 11:30:00,9030.0,9041.19517476,9030.0,9041.19517387,2.24719448,20304.33104109,9035.41336622
2018-05-01 11:35:00,9023.02853163,9036.369019,9004.2000992,9036.369019,0.68092528,6140.40457057,9017.73623469
2018-05-01 11:40:00,9031.75027821,9031.75027887,9004.31603493,9013.98601367,0.95501852,8614.71772738,9020.47190391
2018-05-01 11:45:00,9000.0,9031.7502796,9000.0,9031.75027671,1.06836452,9622.77422678,9007.0140356
2018-05-01 11:50:00,9001.70560078,9002.0,8980.00000004,9001.7502769,7.72770405,69442.83561782,8986.21830863
2018-05-01 11:55:00,8978.0,8982.93355882,8962.2775372,8982.04680107,2.9944187700000002,26865.82131026,8971.96530406
2018-05-01 12:00:00,8977.78866102,9000.78866117,8966.01165025,8978.0,2.5125666300000002,22574.84692563,8984.77543086
2018-05-01 12:05:00,8945.40000042,8992.92131237,8941.0,8977.78866102,10.25106827,91755.99885121,8950.871893
2018-05-01 12:10:00,8971.93462028,8977.5400511,8945.40000043,8950.0,2.53066307,22662.66323494,8955.22738826
2018-05-01 12:15:00,8977.36314448,8977.7025775,8946.4,8946.4,0.42328709999999997,3796.35017508,8968.73581803
2018-05-01 12:20:00,8934.0,8977.32173671,8926.83930111,8977.32173671,4.7069626,42087.79292288,8941.60342869
2018-05-01 12:25:00,8915.02339942,8934.0,8909.01457434,8926.83930126,11.65356404,103999.53367448,8924.26843131
2018-05-01 12:30:00,8873.63,8922.82773777,8873.63,8922.82773777,16.75202518,149053.40573672,8897.6350104
2018-05-01 12:35:00,8852.12445237,8880.32711988,8823.0,8873.63,49.57668988,438261.12440904,8840.06426144
2018-05-01 12:40:00,8871.37773811,8900.0,8842.17019011,8852.10211441,11.33089845,100539.17391983,8873.00988209
2018-05-01 12:45:00,8877.65001704,8877.65001704,8851.83981735,8871.37773811,6.40822699,56859.75918401,8872.93151018
2018-05-01 12:50:00,8880.02233796,8893.0,8853.65070381,8853.94525921,5.95983244,52910.41506785,8877.83601309
2018-05-01 12:55:00,8903.0,8903.0,8880.0,8880.02233796,2.64979559,23566.22210632,8893.60001777
2018-05-01 13:00:00,8909.93298599,8913.0,8880.02339943,8904.0,2.75152108,24496.89207674,8903.03630773
2018-05-01 13:05:00,8857.67541056,8909.91064802,8857.67541056,8891.10889111,2.23236161,19845.49587287,8889.91092839
2018-05-01 13:10:00,8882.29543518,8900.0,8854.0,8860.27001089,4.26829718,37906.59737434,8880.964885
2018-05-01 13:15:00,8883.45084789,8913.0,8883.06538975,8898.0,7.26719956,64684.07979665,8900.8261384
2018-05-01 13:20:00,8912.9101594,8913.0,8868.39929573,8884.04304177,16.89596605,150095.9453997,8883.53734586
2018-05-01 13:25:00,8920.50154828,8939.93099946,8900.45353311,8913.0,2.00057246,17851.71473981,8923.30325281
2018-05-01 13:30:00,8917.75553992,8918.03208788,8895.09150974,8900.49820927,0.78467525,6986.06383068,8903.12754312
2018-05-01 13:35:00,8873.04554988,8917.73214049,8872.86913681,8904.0,1.39277585,12360.28622766,8874.56960691
2018-05-01 13:40:00,8919.78209515,8929.43151389,8873.11305359,8904.79495524,2.2947104400000002,20413.42102445,8895.8592198
2018-05-01 13:45:00,8934.89999956,8935.75856013,8896.33914832,8919.78209515,1.07633092,9606.03131536,8924.79360842
2018-05-01 13:50:00,8938.99999987,8940.0,8901.11593576,8901.11593576,1.48585114,13259.99632572,8924.17549023
2018-05-01 13:55:00,8906.59253637,8938.99999971,8906.13827411,8938.99999971,0.29767319000000003,2656.74927451,8925.05393085
2018-05-01 14:00:00,8926.80800293,8931.8455325,8915.47570619,8931.8455325,1.7819406999999998,15910.96102613,8929.00702371
2018-05-01 14:05:00,8908.29997195,8931.0,8901.13933535,8922.48037533,4.3799084,39049.90358241,8915.68955698
2018-05-01 14:10:00,8905.16110502,8927.09870237,8901.13933535,8908.25586873,2.31433176,20629.26608991,8913.70305954
2018-05-01 14:15:00,8935.73277867,8935.75511723,8905.41580791,8910.02339942,1.83595175,16380.69850535,8922.18355158
2018-05-01 14:20:00,8915.11381272,8935.82213298,8910.0,8920.33000013,1.45598866,12993.36381215,8924.08311212
2018-05-01 14:25:00,8910.71044038,8935.82213263,8910.0,8920.33,1.8325634499999999,16338.98652411,8915.91858612
2018-05-01 14:30:00,8896.0,8923.2072295,8896.0,8910.0,3.46455968,30862.49747271,8908.05768215
2018-05-01 14:35:00,8900.0,8905.0,8896.0,8896.0,5.7143332000000004,50864.68267928,8901.24549952
2018-05-01 14:40:00,8884.8163495,8904.86597073,8873.84243303,8904.86597073,3.36775966,29897.87081941,8877.67353903
2018-05-01 14:45:00,8899.95589678,8907.15588253,8873.97964582,8899.84,2.30917004,20524.74177606,8888.36310038
2018-05-01 14:50:00,8907.35144918,8907.35144918,8885.00001095,8906.84707604,5.87448464,52283.99265949,8900.18373756
2018-05-01 14:55:00,8910.0,8910.0,8886.17912055,8886.17912055,5.93244846,52856.3155592,8909.69654698
2018-05-01 15:00:00,8935.82213298,8935.82213298,8900.11424538,8910.0,26.83333522,239095.1761486,8910.37860885
2018-05-01 15:05:00,8914.09042634,8964.49999973,8914.02128807,8936.54573738,15.92708626,142502.31474695,8947.16788875
2018-05-01 15:10:00,8944.99999983,8948.97833811,8938.4624525,8938.4624525,0.21067766000000002,1884.81981018,8946.46262058
2018-05-01 15:15:00,8937.05577363,8944.8757744,8918.34198762,8918.34198762,0.81924464,7324.69192339,8940.78711749
2018-05-01 15:20:00,8910.0,8936.84448164,8910.0,8936.84448164,2.80563806,25007.26623241,8913.21891763
2018-05-01 15:25:00,8925.00000034,8935.0,8910.00000129,8919.97929603,1.13006383,10079.27950334,8919.21255753
2018-05-01 15:30:00,8939.72451086,8943.84515713,8918.31362811,8943.84515713,5.37735309,47994.17459004,8925.24143138
2018-05-01 15:35:00,8921.05320131,8944.95426258,8921.05320127,8939.65431077,0.18618154,1664.5128056,8940.26768498
2018-05-01 15:40:00,8921.12340109,8936.8831374,8921.05320112,8922.0,0.6156614300000001,5493.34178372,8922.66677113
2018-05-01 15:45:00,8945.60542334,8953.12349195,8921.05320258,8924.80542457,2.19932965,19641.36905971,8930.6162265
2018-05-01 15:50:00,8904.14035933,8937.12676062,8904.09461968,8935.9999996,17.27748383,154287.98938724,8930.00340242
2018-05-01 15:55:00,8921.68634317,8941.70977383,8902.7037541,8905.00000005,4.63594793,41300.6973082,8908.79231859
2018-05-01 16:00:00,8907.28695324,8941.66836541,8907.17313902,8931.60794478,1.02138967,9116.43126765,8925.51739597
2018-05-01 16:05:00,8948.64035734,8948.64035734,8915.0,8915.0,0.04664158,416.57421095,8931.3914956
2018-05-01 16:10:00,8919.01932745,8948.66106114,8918.88374724,8948.66106114,0.32073764,2866.57703054,8937.45127807
2018-05-01 16:15:00,8933.97660058,8944.68417488,8919.06343149,8928.0,1.79734869,16035.68515018,8921.85541926
2018-05-01 16:20:00,8934.99719556,8944.95859168,8933.97660058,8941.92980174,1.33377589,11926.30402035,8941.76008861
2018-05-01 16:25:00,8953.0,8981.08111856,8934.99719556,8934.99719556,2.37565127,21311.62574153,8970.85612297
2018-05-01 16:30:00,8973.85318268,8973.85318268,8935.00000004,8960.74704434,2.85629493,25536.62712665,8940.47279867
2018-05-01 16:35:00,9010.92174323,9010.92174352,8956.64342491,8973.99999955,3.39756034,30518.99967634,8982.62182927
2018-05-01 16:40:00,9004.09999999,9014.1329113,8975.6469958,9010.79999981,2.71668224,24453.93151865,9001.39558414
2018-05-01 16:45:00,8980.5538691,8999.22464412,8980.5538691,8983.0,3.6347264900000003,32656.18355833,8984.4954354
2018-05-01 16:50:00,8980.55387037,8994.51786392,8980.5538691,8992.18068892,2.25477855,20260.75954583,8985.69819454
2018-05-01 16:55:00,8980.59854725,8998.0,8980.5538691,8992.99999983,0.59022623,5301.44956926,8982.06365594
2018-05-01 17:00:00,8980.5538691,8998.0,8980.5538691,8997.0,0.84311614,7582.23806076,8993.1122191
2018-05-01 17:05:00,8988.14071237,8992.8262197,8980.0007,8990.34145373,2.87626831,25831.34696501,8980.85442001
2018-05-01 17:10:00,8970.00000217,8998.0,8970.00000002,8980.0007,0.53235298,4781.38573304,8981.60790428
2018-05-01 17:15:00,8964.16000203,8987.97660058,8962.55578819,8970.00000087,2.83452509,25426.18892678,8970.17599755
2018-05-01 17:20:00,8949.86300877,8989.99999949,8948.75917765,8964.16000203,2.28403676,20501.99790831,8976.21188387
2018-05-01 17:25:00,8990.0,8990.12582902,8956.48788039,8984.09775611,14.98325792,134629.01841453,8985.29673141
2018-05-01 17:30:00,8998.0,8998.0,8985.0,8990.0,3.59138247,32270.85559509,8985.63599523
2018-05-01 17:35:00,8998.0,8998.0,8971.84253016,8998.0,0.93353693,8390.84273773,8988.22796194
2018-05-01 17:40:00,8999.9064023,9000.0,8980.08984068,8998.0,0.61754887,5556.60546268,8997.83925227
2018-05-01 17:45:00,9005.84936074,9005.84936074,8982.0,9000.0,1.4349367,12908.5722683,8995.91756786
2018-05-01 17:50:00,9031.0,9035.11487422,8988.59775611,9005.8716987,1.81479538,16375.09901884,9023.11037338
2018-05-01 17:55:00,9000.93888447,9034.79999963,8991.3904159,9034.79999963,1.37098273,12346.59228945,9005.65121593
2018-05-01 18:00:00,9006.11879633,9021.59999996,8992.76991195,9000.93888447,0.41654037,3751.01650868,9005.16919568
2018-05-01 18:05:00,8997.9,9024.65182209,8992.76991195,9006.11879633,2.43539863,21919.44257891,9000.35103449
2018-05-01 18:10:00,8990.13830965,9009.99999999,8979.13208911,8992.76991198,1.7835312,16038.21427968,8992.3934494
2018-05-01 18:15:00,8979.13208912,8990.95904381,8956.39803976,8979.13208911,6.5345635699999995,58598.94535096,8967.53772814
2018-05-01 18:20:00,8980.0,8990.95904381,8979.13208912,8979.13208912,3.2903537800000002,29549.45138883,8980.63046242
2018-05-01 18:25:00,8985.49550786,8990.62397177,8970.00000001,8980.0,3.9801731399999998,35734.14687701,8978.03829634
2018-05-01 18:30:00,8990.95904381,8990.95904381,8970.02070581,8970.02070581,1.40772762,12654.43646211,8989.264885
2018-05-01 18:35:00,8955.0,8990.95904381,8954.69242427,8988.38563285,0.87043565,7810.00064871,8972.51927666
2018-05-01 18:40:00,8937.0,8965.27571922,8937.0,8965.25338084,0.15140187,1354.65320612,8947.40075619
2018-05-01 18:45:00,8987.99443178,8987.99443178,8937.14819578,8952.44120127,2.37943657,21325.82310773,8962.55162949
2018-05-01 18:50:00,8965.29593288,8987.1094897,8965.25125634,8987.1094897,0.21177748000000002,1902.36561309,8982.85130737
2018-05-01 18:55:00,8988.038535,8990.93564435,8963.63757674,8971.94947351,3.27712988,29402.1458042,8971.91960063
2018-05-01 19:00:00,8990.87295859,8990.95904381,8968.26318485,8988.038535,0.78464095,7046.6274556,8980.7031555
2018-05-01 19:05:00,8990.8920288,8990.95904381,8968.47378074,8986.81229418,1.21165914,10871.88377256,8972.72460022
2018-05-01 19:10:00,8962.82658251,8990.59236629,8962.70958535,8969.66220946,2.75949013,24741.25468346,8965.87902761
2018-05-01 19:15:00,8994.52891248,8994.641092,8962.82658251,8962.87338136,1.75131638,15702.13883855,8965.90645635
2018-05-01 19:20:00,8969.10842154,8994.41673337,8965.11211274,8994.41673337,1.7296387100000001,15541.91003338,8985.63956942
2018-05-01 19:25:00,8989.34162757,8989.84363327,8969.06374559,8970.06374559,2.11302809,18971.16653708,8978.18946509
2018-05-01 19:30:00,8986.71920365,8987.0,8965.11211274,8969.06374559,1.55695235,13967.49459542,8971.04821186
2018-05-01 19:35:00,8967.20579985,8986.64900451,8966.51894363,8986.64900451,0.04809427,431.27932743,8967.37443845
2018-05-01 19:40:00,8987.75752217,8998.55697012,8969.9918946,8987.0,1.36056328,12228.14431288,8987.56014706
2018-05-01 19:45:00,9006.19999964,9006.57766203,8987.75752217,8998.53356935,1.01865132,9166.92444557,8999.07972982
2018-05-01 19:50:00,8988.0,9006.09999466,8987.75752217,9006.09999466,0.19039193000000001,1711.85832605,8991.23364134
2018-05-01 19:55:00,8996.97471057,9003.09999708,8988.0,8989.0,1.649989,14831.75772501,8989.00400246
2018-05-01 20:00:00,8998.41965176,8998.41965176,8970.26304176,8988.0,1.34156316,12058.17788029,8988.15519076
2018-05-01 20:05:00,8975.0,8994.39668086,8975.0,8994.39668086,3.67831602,33067.72002664,8989.90729639
2018-05-01 20:10:00,8975.00000049,8994.37964815,8975.0,8994.37964815,0.36079164,3241.22060189,8983.63554624
2018-05-01 20:15:00,8980.0,8993.8,8975.00000378,8990.0,0.72865198,6543.36424894,8980.09533844
2018-05-01 20:20:00,9016.41709866,9021.1,8980.0,8998.59999712,1.73706642,15656.38911459,9013.12058901
2018-05-01 20:25:00,9017.05108975,9017.05109107,8995.04554258,8995.04679998,0.98893514,8911.59477816,9011.30359081
2018-05-01 20:30:00,9005.15522087,9028.48943309,9005.15522087,9016.7535516,3.61689696,32622.83899571,9019.56548845
2018-05-01 20:35:00,9007.26481122,9067.4,9005.24342781,9005.24342781,12.91195865,116733.54254668,9040.73082256
2018-05-01 20:40:00,9011.38014116,9028.03030362,9007.34411207,9028.03030362,3.94135627,35509.64085463,9009.49785354
2018-05-01 20:45:00,9006.91700797,9022.51569494,8979.36449605,9011.38014116,3.61961982,32595.26561412,9005.16276157
2018-05-01 20:50:00,9000.0,9000.0,8986.97766223,8986.97766223,0.10690234,962.1004623,8999.80732234
2018-05-01 20:55:00,9036.26121643,9042.39999994,9000.0,9005.0,5.96643141,53851.79376468,9025.79616928
2018-05-01 21:00:00,9041.82311209,9044.1627132,9019.41150067,9037.54687454,0.7302236400000001,6601.31870638,9040.13283709
2018-05-01 21:05:00,9035.0,9041.7763129,9012.56579384,9029.36576285,1.08985613,9845.66820075,9033.91551392
2018-05-01 21:10:00,9040.02070497,9067.24627072,9034.97660058,9035.0,3.87387121,35104.758016,9061.9321379
2018-05-01 21:15:00,9070.78,9070.78,9040.02070459,9040.0207046,6.9743004299999996,63216.26166626,9064.17242858
2018-05-01 21:20:00,9082.00000002,9106.0,9070.02233883,9070.78,8.0611769,73339.60862512,9097.87857714
2018-05-01 21:25:00,9091.0,9105.7660042,9073.04304208,9105.7660042,4.47048166,40627.76312854,9088.00577174
2018-05-01 21:30:00,9091.0,9100.0,9091.0,9094.0,4.59215659,41752.54418403,9092.14295413
2018-05-01 21:35:00,9091.0,9100.0,9091.0,9100.0,1.4634286300000001,13304.61104151,9091.39726309
2018-05-01 21:40:00,9082.97660058,9097.62560069,9073.0,9097.62560069,1.07153391,9731.07722347,9081.44589047
2018-05-01 21:45:00,9093.0,9094.05990056,9082.97660058,9083.0,0.0190357,173.05264773,9090.95266992
2018-05-01 21:50:00,9092.0,9092.0,9073.00000098,9073.10738077,0.62922699,5718.0051434,9087.34881731
2018-05-01 21:55:00,9091.91064127,9092.0,9077.91480819,9092.0,0.69008677,6265.87549301,9079.83715296
2018-05-01 22:00:00,9087.0,9092.0,9077.91480819,9091.0,0.26138272,2375.17509688,9086.96296711
2018-05-01 22:05:00,9092.97660057,9093.0,9080.0,9087.0,1.24212586,11284.27078805,9084.6436351
2018-05-01 22:10:00,9098.7766981,9098.93306712,9080.0,9080.0,2.85932081,25971.13382689,9082.97303893
2018-05-01 22:15:00,9099.52028267,9105.95532406,9081.15840737,9098.0,7.70704106,70092.12417284,9094.55699368
2018-05-01 22:20:00,9097.76066302,9099.90852524,9078.94,9082.6203317,3.94150256,35793.76904424,9081.2497263
2018-05-01 22:25:00,9099.43849615,9099.92033492,9078.94,9094.97660058,22.68004278,206323.26440495,9097.12853746
2018-05-01 22:30:00,9073.0,9099.85013663,9073.0,9099.43849615,21.90033363,198827.63612717,9078.74918648
2018-05-01 22:35:00,9069.04042778,9089.46634308,9069.04042778,9084.54839308,0.42210869,3835.00341199,9085.34579564
2018-05-01 22:40:00,9050.0,9087.91221812,9050.0,9069.04042778,0.51430738,4661.49162168,9063.62965603
2018-05-01 22:45:00,9060.0,9069.0,9050.07019925,9068.9308632,12.11805636,109878.62732972,9067.34744132
2018-05-01 22:50:00,9050.63770408,9063.0,9050.47791604,9050.47791678,1.5789396500000001,14294.02326893,9052.92565737
2018-05-01 22:55:00,9040.02070459,9075.42174358,9040.02070459,9075.42174358,1.68086183,15207.96108102,9047.71636168
2018-05-01 23:00:00,9046.0,9050.0,9040.02070459,9045.0,0.28501287000000003,2578.27628161,9046.17493804
2018-05-01 23:05:00,9041.0,9050.0,9041.0,9045.0,0.12271421,1110.29199774,9047.78670496
2018-05-01 23:10:00,9052.99671372,9069.08794659,9040.0,9049.8830029,0.62827142,5685.6825776,9049.72341031
2018-05-01 23:15:00,9072.42562464,9076.9332038,9071.44902406,9071.65537305,0.02193996,199.05917702,9072.90519345
2018-05-01 23:20:00,9076.2830029,9076.9332038,9072.21639364,9076.9332038,0.29097528,2640.31726256,9074.02602229
2018-05-01 23:25:00,9061.44902406,9070.97331262,9061.44902406,9070.97331262,1.6172279299999999,14654.92184415,9061.75411164
2018-05-01 23:30:00,9069.3927086,9070.39999584,9051.84931572,9070.39999584,0.21537741,1951.73087451,9061.91078496
2018-05-01 23:35:00,9070.97331371,9077.32463404,9057.6556512,9069.98835709,5.44854443,49421.25057083,9070.54190449
2018-05-01 23:40:00,9099.87459754,9100.0,9070.99671313,9077.32463404,0.56095798,5099.74584371,9091.13699338
2018-05-01 23:45:00,9100.0,9106.0,9088.95532396,9100.0,2.41252812,21950.74901315,9098.65001414
2018-05-01 23:50:00,9100.0,9112.0,9081.00842801,9100.0,11.13778572,101403.4599614,9104.45419858
2018-05-01 23:55:00,9070.97331262,9109.19999999,9070.97331262,9109.19999999,3.09272047,28101.91401861,9086.47072737
2018-05-02 00:00:00,9082.60977664,9086.83169393,9070.97331262,9081.58477857,0.63553863,5772.28100865,9082.50220549
2018-05-02 00:05:00,9099.69999906,9100.0,9072.20613876,9082.60977664,0.34935499000000003,3175.39052418,9089.2948865
2018-05-02 00:10:00,9099.69999906,9100.0,9086.0,9086.0,0.49147249,4469.80449533,9094.7196156
2018-05-02 00:15:00,9110.99999918,9111.0,9093.80157691,9099.69999906,4.36085836,39728.87531038,9110.33379914
2018-05-02 00:20:00,9105.52918182,9111.0,9093.94000141,9096.90000073,1.53444549,13958.92613613,9097.04921231
2018-05-02 00:25:00,9072.3,9095.99999818,9072.3,9095.99999818,0.0557934,507.40877411,9094.42289087
2018-05-02 00:30:00,9095.89999972,9100.87901123,9072.48063624,9100.87901123,1.60566809,14609.37217399,9098.62521711
2018-05-02 00:35:00,9086.5668809,9095.7,9073.0,9095.7,3.04879349,27717.66765398,9091.35621841
2018-05-02 00:40:00,9060.0,9091.08012594,9060.0,9080.54788942,3.39922808,30844.66227866,9074.01961643
2018-05-02 00:45:00,9041.35312429,9073.32301671,9030.0,9073.32301671,1.6773513800000002,15169.61476686,9043.79067364
2018-05-02 00:50:00,9038.0,9058.26268953,9018.0,9030.0,0.77452284,6997.47950485,9034.56830899
2018-05-02 00:55:00,9024.23386166,9059.42962964,9024.23386166,9038.0,2.20314649,19947.89564553,9054.27566259
2018-05-02 01:00:00,9036.049555,9048.74071891,9018.0,9024.39361976,3.00411429,27134.87907444,9032.57215105
2018-05-02 01:05:00,9034.77481925,9045.11088956,9012.1171328,9018.2692591,6.24914952,56381.80228076,9022.31609282
2018-05-02 01:10:00,9030.0,9034.66168312,9025.0,9034.66168312,0.37020009,3342.41141718,9028.66181685
2018-05-02 01:15:00,9015.92728406,9033.88795676,9014.9780283,9030.0,1.12135225,10117.36147526,9022.46504188
2018-05-02 01:20:00,8990.99,9016.0,8990.19000016,9016.0,9.83379774,88601.24603056,9009.87069015
2018-05-02 01:25:00,9004.96,9019.95471853,8967.2763848,8990.19,4.3297118,38859.47863421,8975.07280605
2018-05-02 01:30:00,9018.77739923,9019.34384201,8988.10986016,8988.10986016,0.39520668000000003,3564.04163763,9018.17154921
2018-05-02 01:35:00,9020.09032093,9030.3326478,9019.23106165,9019.23106165,0.31503854000000003,2843.32745788,9025.33213201
2018-05-02 01:40:00,9023.0,9039.66479019,9020.0,9029.22458373,0.44994682,4063.14927047,9030.28778038
2018-05-02 01:45:00,9033.1,9039.68785426,9020.0,9023.0,0.38841527000000003,3507.32495685,9029.83283035
2018-05-02 01:50:00,9016.94865585,9039.68784982,9013.94188602,9033.1,0.88970176,8036.40255265,9032.69265496
2018-05-02 01:55:00,9025.0,9039.68780898,9025.0,9039.68780898,1.01404386,9163.69239913,9036.78111036
2018-05-02 02:00:00,9051.19941202,9051.19941202,9035.0,9039.68785017,0.35521323,3210.94081087,9039.47415156
2018-05-02 02:05:00,9063.11397507,9068.23080583,9042.39528029,9051.50100268,1.20056958,10872.17074909,9055.84393459
2018-05-02 02:10:00,9040.02306407,9064.33302229,9040.02306407,9064.33302229,2.03658662,18423.73995204,9046.381711
2018-05-02 02:15:00,9050.51295511,9050.6052128,9030.0,9040.0,0.64154718,5802.52595353,9044.58180851
2018-05-02 02:20:00,9041.2656556,9050.22765242,9015.2992704,9050.22765242,0.43277921,3908.8612598,9031.99869467
2018-05-02 02:25:00,9025.0,9041.9223997,9019.02306523,9019.02306523,0.26321322,2375.43548376,9024.75750937
2018-05-02 02:30:00,9019.08374053,9046.29999999,9019.02306407,9025.0,1.70480636,15407.49895818,9037.68270678
