date,close,high,low,open,quoteVolume,volume,weightedAverage,price_usd
2016-12-19,9.217000000000001e-05,0.012001,8.506000000000002e-05,0.012001,2314387.8122551,235.7329741,0.00010185,0.08054986232203434
2016-12-20,8.262e-05,9.390000000000002e-05,8.231e-05,9.250000000000001e-05,571263.72075288,50.05833861,8.762000000000002e-05,0.06950324576030568
2016-12-21,7.353000000000001e-05,8.850000000000001e-05,7.08e-05,8.427e-05,1249265.7556263,97.21398985,7.781e-05,0.06358346440991999
2016-12-22,6.836e-05,7.699e-05,6.7e-05,7.359e-05,658520.54853846,45.96829729,6.980000000000002e-05,0.05978935941159428
2016-12-23,7.108e-05,7.725000000000001e-05,6.2e-05,6.791e-05,566087.54455405,37.75619388,6.669000000000001e-05,0.05989703910124312
2016-12-24,7.02e-05,7.7e-05,6.900000000000001e-05,7.102000000000001e-05,165421.2241506,11.81813942,7.144000000000001e-05,0.06444207672106023
2016-12-25,7.333e-05,7.340000000000001e-05,6.914e-05,7.02e-05,38952.55590036,2.76912871,7.108e-05,0.06221435620294136
2016-12-26,7.49e-05,7.747e-05,7.105e-05,7.319000000000001e-05,320937.82242207,23.85414074,7.432e-05,0.06701432560396678
2016-12-27,7.218e-05,7.900000000000001e-05,7.13e-05,7.454e-05,737722.4442811,54.80404323,7.428e-05,0.06835150886668868
2016-12-28,6.773e-05,7.500000000000001e-05,6.651e-05,7.218e-05,517606.65822092,36.410207,7.034000000000001e-05,0.06739967370000881
2016-12-29,7.128000000000001e-05,7.25e-05,6.476000000000001e-05,6.728e-05,306197.17797475,20.92380671,6.833e-05,0.06627933208798595
2016-12-30,7.398e-05,7.7e-05,6.950000000000001e-05,7.127e-05,273258.78354135,20.28182067,7.422e-05,0.07059837593659082
2016-12-31,7.539000000000001e-05,7.680000000000001e-05,7.1e-05,7.399e-05,183924.51790636,13.42109886,7.297e-05,0.06984650135736005
2017-01-01,7.415e-05,7.699e-05,7.165000000000001e-05,7.504e-05,238433.79373196,17.92872684,7.519e-05,0.07432716071802853
2017-01-02,7.255e-05,7.555000000000001e-05,6.667e-05,7.397000000000001e-05,555119.43193297,38.94830618,7.016e-05,0.07121008224919868
2017-01-03,7.136000000000001e-05,7.7e-05,6.900000000000001e-05,7.408000000000001e-05,229560.63044582,16.38091947,7.135e-05,0.07293229885980233
2017-01-04,7.21e-05,7.438e-05,6.911000000000001e-05,7.128000000000001e-05,556884.74598635,39.28438311,7.054000000000001e-05,0.07708337001167916
2017-01-05,7.22e-05,7.495e-05,6.912e-05,7.35e-05,950047.0265941,67.98162665,7.155e-05,0.0718836559525854
2017-01-06,7.071e-05,7.450000000000001e-05,6.900000000000001e-05,7.197e-05,846934.84473452,59.77122706,7.057000000000001e-05,0.06595045562024468
