Date,BITSTAMP,COINBASE,ITBIT,KRAKEN,avg_btc_price_usd,price_usd
12/31/2016,955.7346541,,957.8499377,957.9996766,957.1947562,957.1947562
1/1/2017,987.4680558,,986.7156224,991.389964,988.5245474,988.5245474
1/2/2017,1013.002449,,1015.476511,1016.421934,1014.966965,1014.966965
1/3/2017,1020.55548,,1023.137219,1022.837037,1022.176578,1022.176578
1/4/2017,1088.449475,,1095.22971,1094.604202,1092.761129,1092.761129
1/5/2017,1005.345488,,997.1027566,1011.541522,1004.663256,1004.663256
1/6/2017,914.2648825,,955.6294384,933.7243111,934.539544,934.539544
1/7/2017,863.889608,,866.3702539,863.8857844,864.7152155,864.7152155
1/8/2017,913.9219035,,917.5476517,916.8154073,916.0949875,916.0949875
1/9/2017,892.5993311,,891.9985375,896.1667379,893.5882022,893.5882022
1/10/2017,902.6128082,,907.178597,909.076851,906.2894187,906.2894187
1/11/2017,820.7544162,,832.8329207,821.8904818,825.1592729,825.1592729
1/12/2017,783.4563529,,787.7513455,794.2927706,788.5001563,788.5001563
1/13/2017,808.5116309,,797.5266296,810.7220122,805.5867576,805.5867576
1/14/2017,826.9761722,,827.5961017,832.4960555,829.0227765,829.0227765
1/15/2017,816.5887622,,820.1240869,820.7716222,819.1614904,819.1614904
1/16/2017,828.2508576,,830.9268874,833.0366814,830.7381421,830.7381421
1/17/2017,878.6161971,,882.8496759,887.1906318,882.8855016,882.8855016
1/18/2017,879.1098686,,881.2532071,887.0902872,882.4844543,882.4844543
1/19/2017,894.9979494,,894.7534863,898.7679693,896.173135,896.173135
1/20/2017,893.8205467,,896.8841812,898.1858945,896.2968741,896.2968741
1/21/2017,916.0804933,,908.9088461,917.6850616,914.2248004,914.2248004
1/22/2017,916.6295276,,921.5366003,920.5573765,919.5745015,919.5745015
1/23/2017,920.2538418,,921.7031153,922.512189,921.4897153,921.4897153
1/24/2017,903.3422003,,905.7109271,903.3525419,904.1352231,904.1352231
1/25/2017,893.1103623,,893.7417607,894.5008904,893.7843378,893.7843378
1/26/2017,907.685523,,907.1891354,909.7337207,908.202793,908.202793
1/27/2017,917.8582149,,916.6797965,918.4418808,917.6599641,917.6599641
1/28/2017,917.5252866,,919.7682185,920.7236547,919.3390533,919.3390533
1/29/2017,915.2946887,,917.6878058,918.2815891,917.0880279,917.0880279
1/30/2017,917.9402668,,919.6336706,920.6823242,919.4187539,919.4187539
1/31/2017,949.1895332,,954.9865764,950.8267934,951.6676343,951.6676343
2/1/2017,970.3992408,,973.3007859,976.5990425,973.4330231,973.4330231
2/2/2017,994.3173444,,997.8452639,998.1244129,996.7623404,996.7623404
2/3/2017,1009.320723,,1012.417996,1013.13758,1011.625433,1011.625433
2/4/2017,1022.994898,,1025.034391,1023.746515,1023.925268,1023.925268
2/5/2017,1015.955229,,1018.330822,1018.782246,1017.689432,1017.689432
2/6/2017,1021.23133,,1028.385105,1024.681638,1024.766024,1024.766024
2/7/2017,1043.503297,,1041.306867,1044.29221,1043.034124,1043.034124
2/8/2017,1045.629618,,1051.709274,1050.290024,1049.209639,1049.209639
2/9/2017,996.6120134,,997.6237575,992.8239978,995.6865896,995.6865896
2/10/2017,977.6629187,,982.8248756,978.0652923,979.5176955,979.5176955
2/11/2017,1008.192735,,1006.935081,1008.407556,1007.845124,1007.845124
2/12/2017,1002.335327,,1004.994266,1005.412483,1004.247359,1004.247359
2/13/2017,994.473686,,996.6217756,996.4521274,995.8491963,995.8491963
2/14/2017,1006.656051,,1008.579358,1010.946824,1008.727411,1008.727411
2/15/2017,1009.094091,,1010.379871,1014.098853,1011.190938,1011.190938
2/16/2017,1029.041312,,1030.59619,1033.537175,1031.058226,1031.058226
2/17/2017,1049.508864,,1046.260017,1049.775596,1048.514826,1048.514826
2/18/2017,1060.533044,,1070.485774,1062.479033,1064.499284,1064.499284
2/19/2017,1051.930117,,1054.650847,1053.554301,1053.378421,1053.378421
2/20/2017,1065.027939,,1063.216112,1066.157998,1064.800683,1064.800683
2/21/2017,1104.602729,,1108.40548,1103.850067,1105.619425,1105.619425
2/22/2017,1126.242226,,1117.949201,1123.886129,1122.692519,1122.692519
2/23/2017,1153.559162,,1158.50629,1157.328952,1156.464801,1156.464801
2/24/2017,1174.774406,,1176.889896,1170.270145,1173.978149,1173.978149
2/25/2017,1158.374131,,1159.010879,1156.624207,1158.003072,1158.003072
2/26/2017,1167.152318,,1168.81452,1161.47435,1165.813729,1165.813729
2/27/2017,1187.583663,,1188.468187,1184.595914,1186.882588,1186.882588
2/28/2017,1192.345574,,1191.869101,1191.142869,1191.785848,1191.785848
3/1/2017,1210.054994,,1213.42938,1212.840638,1212.108337,1212.108337
3/2/2017,1246.924273,,1248.775296,1245.495882,1247.06515,1247.06515
3/3/2017,1274.359217,,1274.297992,1265.415806,1271.357672,1271.357672
3/4/2017,1259.808018,,1270.538644,1260.032055,1263.459572,1263.459572
3/5/2017,1258.92417,,1273.876599,1257.922965,1263.574578,1263.574578
3/6/2017,1275.581651,,1279.441255,1273.045857,1276.022921,1276.022921
3/7/2017,1237.903297,,1250.7902,1230.713307,1239.802268,1239.802268
3/8/2017,1187.034501,,1184.936691,1183.992865,1185.321352,1185.321352
3/9/2017,1178.33163,,1163.878312,1169.506989,1170.572311,1170.572311
3/10/2017,1160.228331,,1208.707067,1143.17141,1170.702269,1170.702269
3/11/2017,1160.946181,,1169.966562,1156.553697,1162.488813,1162.488813
3/12/2017,1208.737485,,1207.870703,1188.321672,1201.643286,1201.643286
3/13/2017,1235.25045,,1238.309613,1218.913263,1230.824442,1230.824442
3/14/2017,1245.577042,,1244.342411,1238.914148,1242.944534,1242.944534
3/15/2017,1251.963637,,1249.028089,1251.52433,1250.838685,1250.838685
3/16/2017,1197.985397,,1193.765878,1189.795609,1193.848961,1193.848961
3/17/2017,1120.122109,,1123.352658,1093.634149,1112.369639,1112.369639
3/18/2017,1011.89498,,1026.479932,991.6612411,1010.012051,1010.012051
3/19/2017,1010.793402,,1019.140901,998.3928368,1009.44238,1009.44238
3/20/2017,1035.577213,,1037.727922,1015.310179,1029.538438,1029.538438
3/21/2017,1084.720212,,1089.757375,1077.906003,1084.127863,1084.127863
3/22/2017,1037.169392,,1042.387513,1041.604235,1040.387047,1040.387047
3/23/2017,1036.775482,,1039.378619,1033.514839,1036.556314,1036.556314
3/24/2017,976.645367,,982.9083572,973.8445414,977.7994219,977.7994219
3/25/2017,923.169096,,926.779009,922.3522515,924.1001188,924.1001188
3/26/2017,970.0920736,,968.6995636,961.4448724,966.7455032,966.7455032
3/27/2017,1007.682549,,996.973389,1003.030826,1002.562255,1002.562255
3/28/2017,1046.400266,,1043.263467,1042.211522,1043.958418,1043.958418
3/29/2017,1031.576753,,1035.952099,1033.673459,1033.734104,1033.734104
3/30/2017,1031.694197,,1031.086168,1035.848815,1032.876393,1032.876393
3/31/2017,1054.113525,,1064.02595,1063.55846,1060.565978,1060.565978
4/1/2017,1078.360022,,1084.733987,1087.046917,1083.380308,1083.380308
4/2/2017,1083.089101,,1095.877475,1100.918468,1093.295015,1093.295015
4/3/2017,1127.362317,,1138.579479,1136.394909,1134.112235,1134.112235
4/4/2017,1141.624499,,1144.179738,1145.070055,1143.624764,1143.624764
4/5/2017,1127.151197,,1130.794693,1130.517812,1129.4879,1129.4879
4/6/2017,1170.377214,,1159.278905,1172.502765,1167.386295,1167.386295
4/7/2017,1190.163655,,1190.957459,1192.975291,1191.365468,1191.365468
4/8/2017,1185.036189,,1188.069324,1187.894148,1186.999887,1186.999887
4/9/2017,1196.692176,1199.924263,1200.660148,1199.725324,1199.250478,1199.250478
4/10/2017,1207.775696,1211.628927,1208.403894,1210.40671,1209.553807,1209.553807
4/11/2017,1212.766682,1217.569512,1216.471985,1218.378005,1216.296546,1216.296546
4/12/2017,1215.723508,1218.417052,1218.48298,1220.624954,1218.312124,1218.312124
4/13/2017,1178.757068,1182.45293,1184.159975,1185.747426,1182.77935,1182.77935
4/14/2017,1166.194317,1182.566627,1182.615708,1187.052242,1179.607223,1179.607223
4/15/2017,1179.343778,1172.916383,1180.379964,1187.175702,1179.953957,1179.953957
4/16/2017,1161.704486,1181.45477,1184.528493,1182.903119,1177.647717,1177.647717
4/17/2017,1179.797755,1182.323765,1187.437767,1191.733441,1185.323182,1185.323182
4/18/2017,1203.584196,1198.66472,1199.96776,1208.251852,1202.617132,1202.617132
4/19/2017,1198.686094,1202.57495,1201.423516,1204.796472,1201.870258,1201.870258
4/20/2017,1222.565934,1226.880839,1220.3313,1228.681662,1224.614934,1224.614934
4/21/2017,1241.650757,1247.311869,1242.914422,1245.488034,1244.34127,1244.34127
4/22/2017,1228.519597,1245.001972,1235.033678,1236.582587,1236.284459,1236.284459
4/23/2017,1236.21146,1247.468472,1241.86528,1238.509012,1241.013556,1241.013556
4/24/2017,1242.667731,1253.050564,1247.165042,1246.380935,1247.316068,1247.316068
4/25/2017,1266.955845,1276.263193,1267.882562,1266.794197,1269.473949,1269.473949
4/26/2017,1293.8319,1299.575795,1295.637901,1294.951181,1295.999194,1295.999194
4/27/2017,1320.851193,1329.910673,1322.477216,1320.114002,1323.338271,1323.338271
4/28/2017,1321.613097,1339.648608,1323.658436,1323.064728,1326.996217,1326.996217
4/29/2017,1330.656948,1355.511816,1342.041887,1327.16059,1338.84281,1338.84281
4/30/2017,1334.37591,1357.70178,1341.299124,1328.519566,1340.474095,1340.474095
5/1/2017,1385.699355,1430.177428,1416.68457,1383.075355,1403.909177,1403.909177
5/2/2017,1438.925685,1461.817487,1453.557087,1431.488018,1446.447069,1446.447069
5/3/2017,1478.685129,1489.737378,1477.360117,1478.469067,1481.062923,1481.062923
5/4/2017,1540.54668,1573.767743,1559.632997,1540.597418,1553.636209,1553.636209
5/5/2017,1554.611842,1584.225206,1557.577027,1549.100137,1561.378553,1561.378553
5/6/2017,1541.433627,1582.758947,1570.412379,1546.124682,1560.182409,1560.182409
5/7/2017,1540.163688,1591.038583,1591.175407,1508.689546,1557.766806,1557.766806
5/8/2017,1591.302071,1644.613963,1610.68125,1588.966557,1608.89096,1608.89096
5/9/2017,1710.015875,1722.901434,1722.237791,1709.213002,1716.092025,1716.092025
5/10/2017,1748.504093,1759.947913,1757.839796,1747.973373,1753.566294,1753.566294
5/11/2017,1831.538766,1837.555499,1846.782229,1828.428375,1836.076217,1836.076217
5/12/2017,1749.78869,1751.695905,1743.20463,1741.52722,1746.554111,1746.554111
5/13/2017,1689.789515,1703.827129,1720.028422,1694.260619,1701.976421,1701.976421
5/14/2017,1782.444453,1797.751099,1793.457731,1786.322526,1789.993952,1789.993952
5/15/2017,1723.505049,1745.998031,1747.358243,1736.634038,1738.37384,1738.37384
5/16/2017,1706.852049,1742.031807,1732.458493,1745.161228,1731.625894,1731.625894
5/17/2017,1775.474032,1809.338751,1817.242985,1824.561298,1806.654266,1806.654266
5/18/2017,1826.614866,1842.335056,1840.981052,1880.357881,1847.572214,1847.572214
5/19/2017,1927.046545,1938.150216,1933.434077,1925.78422,1931.103765,1931.103765
5/20/2017,1969.827779,2008.958887,1996.603067,1991.35319,1991.685731,1991.685731
5/21/2017,2020.044157,2052.811518,2025.583135,2032.267538,2032.676587,2032.676587
5/22/2017,2113.720763,2165.045127,2128.451149,2100.793582,2127.002655,2127.002655
5/23/2017,2202.415195,2221.084813,2208.520839,2160.541239,2198.140522,2198.140522
5/24/2017,2383.526412,2372.2675,2353.198446,2341.5466,2362.634739,2362.634739
5/25/2017,2518.717062,2567.90279,2516.943134,2492.174206,2523.934298,2523.934298
5/26/2017,2346.412264,2366.406322,2339.418986,2321.457877,2343.423862,2343.423862
5/27/2017,2064.121296,2103.818132,2072.745154,2012.238888,2063.230867,2063.230867
5/28/2017,2188.918066,2224.605936,2218.874643,2139.653549,2193.013049,2193.013049
5/29/2017,2257.018144,2268.472487,2259.711099,2205.344071,2247.63645,2247.63645
5/30/2017,2263.299796,2243.130505,2268.520939,2239.254065,2253.551326,2253.551326
5/31/2017,2264.378583,2249.026251,2245.933012,2238.263001,2249.400212,2249.400212
6/1/2017,2390.567441,2399.939884,2400.601637,2381.888133,2393.249274,2393.249274
6/2/2017,2428.742669,2423.653552,2428.647051,2421.630369,2425.66841,2425.66841
6/3/2017,2524.850545,2537.296893,2509.823918,2523.352646,2523.831001,2523.831001
6/4/2017,2521.725093,2513.302577,2519.604913,2519.738924,2518.592877,2518.592877
6/5/2017,2611.738041,2609.960208,2598.012915,2603.889051,2605.900054,2605.900054
6/6/2017,2818.775647,2814.535526,2813.052454,2818.44171,2816.201334,2816.201334
6/7/2017,2782.183375,2778.836534,2793.636321,2791.087124,2786.435838,2786.435838
6/8/2017,2749.144417,2738.200252,2750.398258,2747.802404,2746.386333,2746.386333
6/9/2017,2824.822109,2826.71256,2825.1351,2827.684377,2826.088536,2826.088536
6/10/2017,2859.765787,2872.322428,2854.90438,2843.955719,2857.737078,2857.737078
6/11/2017,2911.892918,2936.000405,2912.794454,2853.684361,2903.593035,2903.593035
6/12/2017,2720.768448,2745.944695,2961.112487,2704.206786,2783.008104,2783.008104
6/13/2017,2716.755226,2710.892961,,2701.516618,2709.721602,2709.721602
6/14/2017,2582.022996,2604.748595,,2620.881332,2602.550974,2602.550974
6/15/2017,2311.57529,2320.358368,,2327.565509,2319.833056,2319.833056
6/16/2017,2451.150363,2435.656288,,2444.822599,2443.876416,2443.876416
6/17/2017,2563.926626,2566.018427,,2557.118134,2562.354396,2562.354396
6/18/2017,2549.139575,2555.175276,,2571.419567,2558.578139,2558.578139
6/19/2017,2555.358748,2553.69568,,2554.220797,2554.425075,2554.425075
6/20/2017,2676.753658,2680.054088,,2661.41123,2672.739659,2672.739659
6/21/2017,2698.646799,2684.062115,,2682.261188,2688.323367,2688.323367
6/22/2017,2682.8885,2674.099276,,2665.891906,2674.293227,2674.293227
6/23/2017,2714.615499,2704.617888,,2697.935125,2705.722837,2705.722837
6/24/2017,2618.997209,2621.76423,,2595.356201,2612.039213,2612.039213
6/25/2017,2538.784764,2532.731745,,2516.253822,2529.256777,2529.256777
6/26/2017,2448.424133,2420.703911,,2404.076385,2424.401476,2424.401476
6/27/2017,2392.867514,2393.548184,,2387.400711,2391.272136,2391.272136
6/28/2017,2534.190473,2539.55792,,2530.207981,2534.652125,2534.652125
6/29/2017,2556.321597,2558.020812,,2548.449206,2554.263872,2554.263872
6/30/2017,2518.283192,2502.636549,,2504.230639,2508.38346,2508.38346
7/1/2017,2447.755113,2449.634767,,2432.166206,2443.185362,2443.185362
7/2/2017,2445.673226,2467.173036,,2441.114565,2451.320275,2451.320275
7/3/2017,2535.756265,2526.244341,,2524.328399,2528.776335,2528.776335
7/4/2017,2598.376075,2598.486058,,2600.149547,2599.003893,2599.003893
7/5/2017,2568.295339,2584.369697,,2577.407445,2576.690827,2576.690827
7/6/2017,2583.351443,2598.671073,,2596.92324,2592.981919,2592.981919
7/7/2017,2531.177787,2540.684161,,2536.236493,2536.032813,2536.032813
7/8/2017,2512.904866,2519.942064,,2508.533309,2513.793413,2513.793413
7/9/2017,2534.477508,2548.859562,,2534.16007,2539.165713,2539.165713
7/10/2017,2408.072614,2401.701506,,2421.063984,2410.279368,2410.279368
7/11/2017,2340.365948,2346.792319,,2329.567244,2338.908503,2338.908503
7/12/2017,2348.439985,2340.062217,2368.491678,2340.468959,2349.36571,2349.36571
7/13/2017,2367.528215,2358.568434,2356.733424,2364.661481,2361.872888,2361.872888
7/14/2017,2237.634488,2250.584319,2241.366354,2245.483109,2243.767067,2243.767067
7/15/2017,2058.011209,2069.826054,2052.594,2061.633287,2060.516138,2060.516138
7/16/2017,1917.265055,1910.579159,1902.798116,1913.070456,1910.928196,1910.928196
7/17/2017,2081.684611,2072.577253,2062.488316,2064.311674,2070.265464,2070.265464
7/18/2017,2288.639761,2287.586639,2309.025518,2280.281656,2291.383394,2291.383394
7/19/2017,2307.390693,2297.850395,2301.735035,2307.059085,2303.508802,2303.508802
7/20/2017,2594.030999,2614.391534,2575.930091,2613.367261,2599.429971,2599.429971
7/21/2017,2724.180568,2724.116795,2728.852389,2731.673775,2727.205882,2727.205882
7/22/2017,2792.993296,2786.593803,2790.148235,2788.558394,2789.573432,2789.573432
7/23/2017,2755.0342,2775.220823,2751.915765,2774.557052,2764.18196,2764.18196
7/24/2017,2755.742359,2758.590534,2753.113294,2760.828928,2757.068779,2757.068779
7/25/2017,2584.605878,2595.107342,2594.419599,2582.363794,2589.124153,2589.124153
7/26/2017,2489.119312,2495.248715,2483.223531,2496.017034,2490.902148,2490.902148
7/27/2017,2576.500889,2580.843063,2573.865158,2584.079006,2578.822029,2578.822029
7/28/2017,2748.91336,2745.743865,2730.544234,2763.735139,2747.234149,2747.234149
7/29/2017,2704.434487,2715.525273,2711.870284,2735.278616,2716.777165,2716.777165
7/30/2017,2670.847528,2670.665567,2672.190133,2714.07983,2681.945765,2681.945765
7/31/2017,2769.153054,2787.203883,2796.792637,2810.644965,2790.948635,2790.948635
8/1/2017,2740.326259,2797.80763,2745.332039,2781.572572,2766.259625,2766.259625
8/2/2017,2709.193699,2708.855168,2709.736408,2709.190241,2709.243879,2709.243879
8/3/2017,2754.788542,2751.678996,2762.269841,2749.063653,2754.450258,2754.450258
8/4/2017,2835.331752,2828.956277,2845.642739,2841.072192,2837.75074,2837.75074
8/5/2017,3169.043337,3145.086336,3163.547904,3167.622941,3161.325129,3161.325129
8/6/2017,3236.124519,3222.823615,3241.59512,3245.031342,3236.393649,3236.393649
8/7/2017,3339.320971,3340.989361,3331.592478,3328.973856,3335.219166,3335.219166
8/8/2017,3413.549765,3419.301125,3418.987119,3428.98906,3420.206767,3420.206767
8/9/2017,3314.69035,3337.650556,3331.741056,3354.347315,3334.607319,3334.607319
8/10/2017,3394.7546,3404.803899,3394.550207,3423.904679,3404.503346,3404.503346
8/11/2017,3511.923462,3551.333404,3502.300915,3551.134905,3529.173171,3529.173171
8/12/2017,3789.127641,3806.975546,3816.092625,3819.76143,3807.989311,3807.989311
8/13/2017,4007.097892,4033.271185,4019.087143,4039.833662,4024.82247,4024.82247
8/14/2017,4210.154943,4213.332106,4207.366696,4213.257519,4211.027816,4211.027816
8/15/2017,4101.447155,4131.606897,4127.036871,4149.146996,4127.30948,4127.30948
8/16/2017,4193.426713,4193.469553,4190.10452,4187.399662,4191.100112,4191.100112
8/17/2017,4338.694675,4334.11521,4334.44944,4346.508031,4338.441839,4338.441839
8/18/2017,4180.171091,4167.053043,4174.715155,4195.697579,4179.409217,4179.409217
8/19/2017,4030.604133,4096.284462,4052.981179,4121.371679,4075.310363,4075.310363
8/20/2017,4054.143713,4105.412784,4099.880702,4114.258059,4093.423814,4093.423814
8/21/2017,4007.736878,4021.619899,4006.99441,4044.50862,4020.214952,4020.214952
8/22/2017,3894.115013,3903.716282,3890.774067,3919.595235,3902.050149,3902.050149
8/23/2017,4146.846811,4151.982614,4144.662062,4178.565261,4155.514187,4155.514187
8/24/2017,4189.497275,4215.762957,4226.47443,4234.887322,4216.655496,4216.655496
8/25/2017,4358.326082,4363.993213,4360.457324,4386.730353,4367.376743,4367.376743
8/26/2017,4303.253256,4315.721985,4307.957883,4329.625461,4314.139646,4314.139646
8/27/2017,4338.63465,4347.902152,4337.425446,4352.696862,4344.164778,4344.164778
8/28/2017,4290.845145,4313.550073,4307.521505,4296.631535,4302.137064,4302.137064
8/29/2017,4502.758977,4515.518693,4491.765244,4520.657103,4507.675004,4507.675004
8/30/2017,4564.263673,4579.991344,4568.021941,4576.087024,4572.090995,4572.090995
8/31/2017,4682.334106,4692.111552,4681.680593,4679.719705,4683.961489,4683.961489
9/1/2017,4808.168194,4826.977522,4815.011536,4814.612632,4816.192471,4816.192471
9/2/2017,4682.15768,4707.420113,4713.761706,4709.216263,4703.13894,4703.13894
9/3/2017,4553.445351,4632.109206,4591.110215,4611.887809,4597.138145,4597.138145
9/4/2017,4299.815249,4437.194533,4414.376755,4384.824318,4384.052714,4384.052714
9/5/2017,4234.990555,4389.16905,4290.117406,4341.804891,4314.020475,4314.020475
9/6/2017,4527.253433,4574.231302,4561.435036,4614.151605,4569.267844,4569.267844
9/7/2017,4585.198295,4586.844681,4595.42098,4639.665812,4601.782442,4601.782442
9/8/2017,4371.253312,4380.529566,4382.535556,4431.414226,4391.433165,4391.433165
9/9/2017,4279.895029,4313.814601,4286.092044,4338.956941,4304.689654,4304.689654
9/10/2017,4145.585829,4241.522549,4171.478166,4243.494861,4200.520351,4200.520351
9/11/2017,4212.891889,4220.037972,4220.287046,4246.801922,4225.004707,4225.004707
9/12/2017,4232.449771,4221.710601,4222.611799,4248.481836,4231.313502,4231.313502
9/13/2017,3897.807133,3917.014961,3911.180874,3921.620345,3911.905828,3911.905828
9/14/2017,3535.911458,3503.716141,3548.506431,3522.29161,3527.60641,3527.60641
9/15/2017,3370.470083,3445.826625,3531.953552,3403.445338,3437.9239,3437.9239
9/16/2017,3666.338868,3781.043539,3744.090703,3771.14358,3740.654172,3740.654172
9/17/2017,3624.213063,3675.782174,3630.773416,3678.99726,3652.441478,3652.441478
9/18/2017,3951.072416,3970.636174,3990.090911,3984.576172,3974.093918,3974.093918
9/19/2017,3953.450263,3968.047315,3966.995685,3967.603602,3964.024216,3964.024216
9/20/2017,3931.918535,3940.08248,3958.519368,3941.697754,3943.054534,3943.054534
9/21/2017,3742.807748,3739.849825,3723.871179,3741.246831,3736.943896,3736.943896
9/22/2017,3616.213395,3621.447953,3610.188074,3624.349777,3618.0498,3618.0498
9/23/2017,3715.127665,3732.413287,3705.740721,3745.298112,3724.644946,3724.644946
9/24/2017,3688.849638,3703.491961,3684.776071,3704.382124,3695.374949,3695.374949
9/25/2017,3847.346182,3860.694096,3838.37405,3856.03,3850.611082,3850.611082
9/26/2017,3916.368801,3917.602788,3907.952443,3917.258823,3914.795714,3914.795714
9/27/2017,4063.166878,4086.430375,4067.662183,4074.456105,4072.928885,4072.928885
9/28/2017,4187.547422,4188.156801,4177.221558,4195.602765,4187.132137,4187.132137
9/29/2017,4128.658052,4133.373957,4108.725685,4132.641867,4125.84989,4125.84989
9/30/2017,4278.295232,4277.663731,4262.221049,4290.117514,4277.074381,4277.074381
10/1/2017,4280.997098,4319.813188,4317.864094,4314.305295,4308.244919,4308.244919
10/2/2017,4394.013069,4402.536107,4396.562923,4409.721658,4400.708439,4400.708439
10/3/2017,4295.104231,4312.974604,4305.215903,4311.757087,4306.262956,4306.262956
10/4/2017,4233.863791,4243.672167,4256.070959,4250.842982,4246.112475,4246.112475
10/5/2017,4265.134362,4273.702994,4287.17456,4272.969262,4274.745294,4274.745294
10/6/2017,4363.297357,4362.836656,4370.974095,4373.800974,4367.727271,4367.727271
10/7/2017,4373.286986,4367.504626,4376.245707,4363.22973,4370.066762,4370.066762
10/8/2017,4511.210258,4527.594663,4474.650701,4509.198256,4505.66347,4505.66347
10/9/2017,4679.260854,4714.906671,4672.003307,4699.681608,4691.46311,4691.46311
10/10/2017,4807.874965,4826.258931,4809.882331,4818.286994,4815.575805,4815.575805
10/11/2017,4789.38029,4798.147144,4798.181174,4802.24441,4796.988255,4796.988255
10/12/2017,5149.565627,5160.870725,5096.501256,5161.424147,5142.090439,5142.090439
10/13/2017,5600.529057,5620.117992,5664.089858,5615.511555,5625.062115,5625.062115
10/14/2017,5680.622839,5689.292476,5721.609384,5692.831135,5696.088959,5696.088959
10/15/2017,5584.710294,5621.997261,5648.822159,5610.777658,5616.576843,5616.576843
10/16/2017,5681.02865,5690.833277,5700.11837,5674.17263,5686.538232,5686.538232
10/17/2017,5605.051468,5621.375274,5615.254835,5624.919714,5616.650323,5616.650323
10/18/2017,5361.195428,5383.712685,5360.547419,5394.451775,5374.976827,5374.976827
10/19/2017,5654.055574,5658.71505,5649.795267,5646.489531,5652.263855,5652.263855
10/20/2017,5891.450452,5904.582557,5883.680036,5882.59502,5890.577016,5890.577016
10/21/2017,6050.005941,6070.312959,6065.031584,6071.99625,6064.336684,6064.336684
10/22/2017,5877.675784,5913.788668,5884.806725,5909.140548,5896.352931,5896.352931
10/23/2017,5839.562642,5847.983539,5852.093165,5856.935781,5849.143782,5849.143782
10/24/2017,5643.65068,5650.74893,5630.009947,5671.332686,5648.935561,5648.935561
10/25/2017,5536.466141,5544.433187,5513.84653,5569.82059,5541.141612,5541.141612
10/26/2017,5859.999884,5854.474286,5864.693752,5863.651519,5860.70486,5860.70486
10/27/2017,5797.460412,5814.604097,5803.919594,5824.911865,5810.223992,5810.223992
10/28/2017,5736.038974,5774.246928,5727.183448,5751.871922,5747.335318,5747.335318
10/29/2017,5990.189374,6033.384476,6050.09302,5982.502457,6014.042332,6014.042332
10/30/2017,6124.204959,6112.901139,6126.593569,6117.285003,6120.246167,6120.246167
10/31/2017,6284.179318,6319.249739,6284.178017,6299.346958,6296.738508,6296.738508
11/1/2017,6546.616271,6559.003871,6550.28117,6546.048195,6550.487377,6550.487377
11/2/2017,6976.492392,6998.131684,6974.903558,6966.943635,6979.117817,6979.117817
11/3/2017,7252.444509,7241.22283,7267.598499,7246.020896,7251.821684,7251.821684
11/4/2017,7253.20066,7300.93178,7287.440908,7241.8661,7270.859862,7270.859862
11/5/2017,7445.076814,7490.535273,7460.573482,7450.89713,7461.770675,7461.770675
11/6/2017,7169.770149,7158.114746,7159.372438,7213.892964,7175.287574,7175.287574
11/7/2017,7102.554178,7097.400998,7098.363221,7115.7976,7103.528999,7103.528999
11/8/2017,7435.30814,7418.816871,7432.565743,7412.766709,7424.864366,7424.864366
11/9/2017,7229.102455,7235.133971,7199.459347,7261.63199,7231.331941,7231.331941
11/10/2017,6811.545831,6801.315633,6875.828307,6823.443909,6828.03342,6828.03342
11/11/2017,6478.096431,6474.179324,6438.791869,6461.150528,6463.054538,6463.054538
11/12/2017,6044.870713,6017.410729,6009.544432,5953.315975,6006.285462,6006.285462
11/13/2017,6395.470232,6389.488681,6344.147624,6398.291365,6381.849476,6381.849476
11/14/2017,6586.153155,6599.725397,6582.38148,6650.881724,6604.785439,6604.785439
11/15/2017,7064.132397,7063.483051,7014.320383,7081.226281,7055.790528,7055.790528
11/16/2017,7562.033954,7568.86996,7559.151838,7434.327022,7531.095694,7531.095694
11/17/2017,7797.29711,7819.782057,7812.800647,7794.534086,7806.103475,7806.103475
11/18/2017,7679.326492,7685.038068,7709.01873,7659.664424,7683.261928,7683.261928
11/19/2017,7863.964169,7922.723223,7926.783972,7848.255061,7890.431606,7890.431606
11/20/2017,8113.741769,8170.596455,8157.907503,8116.416933,8139.665665,8139.665665
11/21/2017,8096.384941,8121.316792,8113.605554,8117.000752,8112.07701,8112.07701
11/22/2017,8196.453479,8196.48662,8167.900743,8203.215967,8191.014202,8191.014202
11/23/2017,8147.263648,8181.136948,8163.003921,8156.897201,8162.07543,8162.07543
11/24/2017,8154.139542,8182.040668,8172.93094,8059.146344,8142.064374,8142.064374
11/25/2017,8407.830677,8522.558911,8580.367255,8447.542912,8489.574939,8489.574939
11/26/2017,9027.857089,9206.91954,9184.919496,9023.04238,9110.684626,9110.684626
11/27/2017,9527.863617,9651.360612,9592.928385,9494.206005,9566.589655,9566.589655
11/28/2017,9852.647901,9892.840318,9836.883769,9727.22397,9827.39899,9827.39899
11/29/2017,10377.66314,10368.57849,10405.18264,10275.27367,10356.67448,10356.67448
11/30/2017,9715.306791,9940.329483,9704.881677,9894.191618,9813.677392,9813.677392
12/1/2017,10287.37305,10293.18414,10364.11948,10296.38097,10310.26441,10310.26441
12/2/2017,10927.84336,10946.0563,10929.86787,10926.74734,10932.62872,10932.62872
12/3/2017,11249.49955,11317.80636,11241.32143,11274.70336,11270.83267,11270.83267
12/4/2017,11314.69529,11389.21446,11322.74436,11387.47064,11353.53119,11353.53119
